Order_ID,Customer_ID,Date,Product,Category,Quantity,Unit_Price,Discount_pct,Rating,Sales_Amount,Month,Month_Name,Customer_Name,City
468,1025,2025-04-12,Monitor,Accessories,7,76505.71,0.8,3.1,531255.65,4,April,Customer_1025,Coimbatore
469,1065,2025-04-13,Phone,Accessories,3,12776.64,15.36,3.9,32442.44,4,April,Customer_1065,Hyderabad
470,1058,2025-04-14,Laptop,Accessories,3,16214.53,9.34,3.0,44100.28,4,April,Customer_1058,Chennai
471,1095,2025-04-15,Monitor,Electronics,2,23660.69,16.28,2.9,39617.46,4,April,Customer_1095,Madurai
472,1042,2025-04-16,Phone,Electronics,5,42586.61,2.72,3.9,207141.27,4,April,Customer_1042,Coimbatore
473,1029,2025-04-17,Monitor,Accessories,3,70684.63,0.34,3.4,211332.91,4,April,Customer_1029,Hyderabad
474,1005,2025-04-18,Tablet,Accessories,3,60963.41,6.21,4.1,171532.75,4,April,Customer_1005,Hyderabad
475,1001,2025-04-19,Tablet,Electronics,5,56798.53,11.41,4.8,251589.09,4,April,Customer_1001,Chennai
476,1038,2025-04-20,Laptop,Electronics,3,14426.86,9.85,2.9,39017.44,4,April,Customer_1038,Madurai
477,1093,2025-04-21,Monitor,Accessories,4,28935.77,20.26,4.8,92293.53,4,April,Customer_1093,Madurai
478,1053,2025-04-22,Laptop,Accessories,4,38533.19,9.45,4.8,139567.21,4,April,Customer_1053,Bengaluru
479,1090,2025-04-23,Tablet,Electronics,2,12220.36,13.26,4.6,21199.88,4,April,Customer_1090,Madurai
480,1011,2025-04-24,Keyboard,Accessories,1,22237.66,14.84,4.1,18937.59,4,April,Customer_1011,Hyderabad
481,1010,2025-04-25,Keyboard,Electronics,6,25012.49,0.55,4.1,149249.53,4,April,Customer_1010,Chennai
482,1084,2025-04-26,Keyboard,Electronics,1,10618.46,12.88,4.1,9250.8,4,April,Customer_1084,Madurai
483,1011,2025-04-27,Keyboard,Accessories,3,44244.06,8.62,4.2,121290.67,4,April,Customer_1011,Hyderabad
484,1006,2025-04-28,Tablet,Electronics,5,56549.74,10.53,2.5,252975.26,4,April,Customer_1006,Madurai
485,1041,2025-04-29,Phone,Accessories,1,6059.56,2.51,4.9,5907.47,4,April,Customer_1041,Chennai
486,1093,2025-04-30,Keyboard,Electronics,5,38749.29,19.57,4.0,155830.27,4,April,Customer_1093,Madurai
487,1069,2025-05-01,Keyboard,Accessories,6,62685.79,23.56,4.5,287502.11,5,May,Customer_1069,Chennai
488,1010,2025-05-02,Keyboard,Electronics,5,59965.22,0.56,3.4,298147.07,5,May,Customer_1010,Chennai
489,1084,2025-05-03,Monitor,Accessories,3,65298.31,15.03,2.5,166451.92,5,May,Customer_1084,Madurai
490,1085,2025-05-04,Laptop,Electronics,1,36135.13,19.1,3.8,29233.32,5,May,Customer_1085,Coimbatore
491,1081,2025-05-05,Tablet,Accessories,7,65734.29,7.12,3.8,427378.06,5,May,Customer_1081,Madurai
492,1091,2025-05-06,Tablet,Electronics,3,19639.87,19.69,3.6,47318.34,5,May,Customer_1091,Hyderabad
493,1024,2025-05-07,Keyboard,Electronics,6,29184.44,15.81,3.3,147422.28,5,May,Customer_1024,Madurai
494,1098,2025-05-08,Phone,Electronics,2,14520.27,23.23,3.1,22294.42,5,May,Customer_1098,Coimbatore
495,1033,2025-05-09,Phone,Accessories,2,37665.02,24.53,3.8,56851.58,5,May,Customer_1033,Chennai
496,1081,2025-05-10,Laptop,Electronics,6,31668.77,1.06,3.4,187998.49,5,May,Customer_1081,Madurai
497,1058,2025-05-11,Keyboard,Accessories,7,19653.71,11.12,4.9,122277.52,5,May,Customer_1058,Chennai
498,1078,2025-05-12,Monitor,Accessories,7,60266.57,13.67,2.9,364196.91,5,May,Customer_1078,Bengaluru
499,1063,2025-05-13,Laptop,Accessories,6,25450.82,3.67,3.3,147100.65,5,May,Customer_1063,Bengaluru
500,1065,2025-05-14,Tablet,Accessories,2,22187.94,8.41,3.2,40643.87,5,May,Customer_1065,Hyderabad
